material_id,m3gnet_energy,m3gnet_volume,n_sites,e_form_per_atom_m3gnet,e_form_per_atom_m3gnet_uncorrected,e_form_per_atom_m3gnet_megnet_old,e_form_per_atom_m3gnet_megnet
wbm-1-318,-16.4197,90.3365,4,-0.5646,-0.5646,-0.5578,-0.5578
wbm-1-319,-37.8042,245.1125,9,-0.4251,-0.4251,-0.436,-0.436
wbm-1-320,-21.6713,86.8616,4,-0.6439,-0.6439,-0.6631,-0.6631
wbm-1-321,-14.8757,69.7551,4,0.1006,0.1006,0.071,0.071
wbm-1-322,-41.689,129.0191,8,0.0502,0.0502,0.0334,0.0334
wbm-1-323,-19.6918,117.4766,4,-0.6365,-0.6365,-0.5938,-0.5938
wbm-1-324,-30.5254,78.533,3,0.2809,0.2809,0.1823,0.1823
wbm-1-325,-16.3416,52.5894,2,0.3794,0.3794,0.2174,0.2174
wbm-1-326,-35.8978,195.723,8,-0.6686,-0.5726,-0.5829,-0.6789
wbm-1-327,-47.319,211.8518,8,-0.6652,-0.5692,-0.5234,-0.6194
wbm-1-328,-55.4022,196.7602,8,-0.7296,-0.6336,-0.6364,-0.7323999999999999
wbm-1-329,-35.988,196.4017,8,-0.6762,-0.5802,-0.5998,-0.6958
wbm-1-330,-37.0145,208.4561,8,-0.7581,-0.6621,-0.6773,-0.7733
wbm-1-331,-37.0717,210.5545,8,-0.7621,-0.6661,-0.6809,-0.7768999999999999
wbm-1-332,-36.8257,205.1397,8,-0.7469,-0.6509,-0.6583,-0.7543
wbm-1-333,-36.3795,199.134,8,-0.7122,-0.6162,-0.6342,-0.7302
wbm-1-334,-41.8207,209.391,8,-0.6975,-0.6015,-0.5598,-0.6557999999999999
wbm-1-335,-35.4797,194.474,8,-0.6394,-0.5434,-0.5547,-0.6507
wbm-1-336,-46.3229,197.1546,8,-0.2909,-0.1949,-0.1907,-0.2867
wbm-1-337,-43.0909,328.4458,12,-0.022,0.106,0.0174,-0.1106
wbm-1-338,-29.365,205.6455,8,-0.6091,-0.5131,-0.4723,-0.5683
wbm-1-339,-44.3049,373.2295,12,-0.7959,-0.7319,-0.6936,-0.7576
wbm-1-340,-20.409,339.608,8,-0.411,-0.363,-0.3626,-0.41059999999999997
wbm-1-341,-77.6382,319.7024,12,-0.7826,-0.7186,-0.699,-0.7629999999999999
wbm-1-342,-6.8183,77.5636,3,0.085,0.149,0.1507,0.0867
wbm-1-343,-29.875,487.9491,12,-0.566,-0.3133,-0.2633,-0.515967
wbm-1-344,-27.278,231.5735,8,-0.3087,-0.0977,-0.0569,-0.26789999999999997
wbm-1-345,-40.5315,345.3708,12,-0.2766,-0.0656,-0.0508,-0.2618
wbm-1-346,-17.7634,100.4814,4,-0.5549,-0.5549,-0.5386,-0.5386
wbm-1-347,-24.2046,90.9979,4,-0.1768,-0.1768,-0.1749,-0.1749
wbm-1-348,-37.5256,234.4315,9,-0.4149,-0.4149,-0.4259,-0.4259
wbm-1-349,-21.4965,145.4312,6,0.0345,0.0345,0.0225,0.0225
wbm-1-350,-29.1344,204.594,8,0.0736,0.0736,0.0808,0.0808
wbm-1-351,-37.5505,261.7075,10,0.0192,0.0192,0.0009,0.0009
wbm-1-352,-12.6638,150.3206,4,-0.4959,-0.4959,-0.5233,-0.5233
wbm-1-353,-20.1307,111.0564,4,-0.3556,-0.3556,-0.3433,-0.3433
wbm-1-354,-18.382,98.4311,4,-0.6011,-0.6011,-0.5259,-0.5259
wbm-1-355,-29.4818,119.5722,4,-0.5139,-0.5139,-0.5338,-0.5338
wbm-1-356,-37.4317,162.5267,6,-0.5272,-0.5272,-0.5393,-0.5393
wbm-1-357,-37.3248,100.4488,4,-0.5826,-0.5826,-0.5584,-0.5584
wbm-1-358,-45.2883,144.4364,6,-0.5753,-0.5753,-0.5839,-0.5839
wbm-1-359,-18.4902,98.8291,4,-0.6208,-0.6208,-0.5304,-0.5304
wbm-1-360,-22.1453,264.0368,8,-0.4851,-0.2956,-0.2813,-0.4708
wbm-1-361,-27.3501,161.4027,6,-0.6323,-0.6323,-0.662,-0.662
wbm-1-362,-18.2758,94.9599,4,-0.5979,-0.5979,-0.509,-0.509
wbm-1-363,-18.5405,112.2915,4,-0.5405,-0.5405,-0.5291,-0.5291
wbm-1-364,-18.5093,115.1881,4,-0.5263,-0.5263,-0.5208,-0.5208
wbm-1-365,-43.4307,138.8598,6,-0.2018,-0.2018,-0.2155,-0.2155
wbm-1-366,-26.7728,150.3261,6,-0.6085,-0.6085,-0.6284,-0.6284
wbm-1-367,-18.54,102.5772,4,-0.6072,-0.6072,-0.5283,-0.5283
wbm-1-368,-13.7037,121.0712,4,-0.3547,-0.1437,0.0182,-0.1928
wbm-1-369,-27.4811,290.6446,8,-0.3639,-0.1529,-0.1412,-0.35219999999999996
wbm-1-370,-41.3013,353.5002,12,-0.2539,-0.1133,-0.0549,-0.195567
wbm-1-371,-23.1504,112.4331,4,-0.3701,-0.3701,-0.333,-0.333
wbm-1-372,-31.4486,155.5704,6,-0.4894,-0.4894,-0.4555,-0.4555
wbm-1-373,-18.2049,96.3489,4,-0.6028,-0.6028,-0.5248,-0.5248
wbm-1-374,-27.9727,103.7964,4,0.3631,0.3631,0.2584,0.2584
wbm-1-375,-36.1743,129.5141,6,0.0155,0.0155,-0.0898,-0.0898
wbm-1-376,-13.5655,97.5397,4,0.0297,0.0297,-0.0175,-0.0175
wbm-1-377,-6.6504,45.593,2,0.0959,0.0959,0.2255,0.2255
wbm-1-378,-20.1547,147.0722,6,-0.5652,-0.5652,-0.5813,-0.5813
wbm-1-379,-35.7118,67.8172,4,-0.0813,-0.0813,-0.0076,-0.0076
wbm-1-380,-26.091,53.3969,3,0.1524,0.1524,0.1597,0.1597
wbm-1-381,-21.2481,70.8208,4,-0.0025,-0.0025,0.2422,0.2422
wbm-1-382,-13.4844,82.5427,4,0.4534,0.4534,0.4429,0.4429
wbm-1-383,-29.0533,71.5544,4,0.0819,0.0819,0.0796,0.0796
wbm-1-384,-13.9509,35.9072,2,0.3698,0.3698,0.8246,0.8246
wbm-1-385,-14.0148,101.5475,4,-0.4024,-0.4024,-0.4134,-0.4134
wbm-1-386,-24.3903,86.9851,4,-0.2654,-0.2654,-0.2703,-0.2703
wbm-1-387,-15.8029,105.1652,4,-0.3347,-0.3347,-0.342,-0.342
wbm-1-388,-12.6181,81.4611,3,-0.1722,-0.1722,-0.2884,-0.2884
wbm-1-389,-16.4791,83.1563,4,-0.6161,-0.6161,-0.5955,-0.5955
wbm-1-390,-37.0456,226.8698,9,-0.3896,-0.3896,-0.3869,-0.3869
wbm-1-391,-15.7648,99.7024,4,-0.2077,-0.2077,-0.2545,-0.2545
wbm-1-392,-13.5835,122.8349,4,-0.3546,-0.1436,-0.0703,-0.2813
wbm-1-393,-27.3281,240.7039,8,-0.3747,-0.1637,-0.1089,-0.31989999999999996
wbm-1-394,-13.666,119.1421,4,-0.3752,-0.1642,-0.1488,-0.3598
wbm-1-395,-13.2848,107.6948,4,-0.2799,-0.0689,0.1823,-0.028700000000000003
wbm-1-396,-37.348,253.3909,8,-1.1164,-0.9054,-0.7913,-1.0023
wbm-1-397,-18.4611,108.1992,4,-1.0632,-0.8522,-0.6259,-0.8369
wbm-1-398,-17.1162,102.3798,4,-1.0586,-0.8476,-0.6526,-0.8635999999999999
wbm-1-399,-16.932,100.6045,4,-1.0223,-0.8113,-0.6311,-0.8421
wbm-1-400,-46.2893,263.4648,8,-1.1444,-0.9334,-0.7924,-1.0034
wbm-1-401,-22.7398,106.94,4,-1.0432,-0.8322,-0.7298,-0.9408
wbm-1-402,-53.6718,249.1336,8,-1.1212,-0.9102,-0.9527,-1.1637
wbm-1-403,-17.0027,101.7051,4,-1.0363,-0.8253,-0.6389,-0.8499
wbm-1-404,-22.0261,275.4897,8,-0.3982,-0.0925,-0.113,-0.41875
wbm-1-405,-36.5467,268.3828,8,-1.2655,-1.0545,-1.0171,-1.2281
wbm-1-406,-18.0586,112.8257,4,-1.2119,-1.0009,-0.8336,-1.0446
wbm-1-407,-34.2886,232.3971,8,-1.087,-0.876,-0.9001,-1.1111
wbm-1-408,-16.5911,98.8011,4,-0.9487,-0.7377,-0.5879,-0.7988999999999999
wbm-1-409,-35.4797,257.3186,8,-1.1741,-0.9631,-0.9168,-1.1278
wbm-1-410,-17.5202,108.9032,4,-1.1192,-0.9082,-0.7232,-0.9341999999999999
wbm-1-411,-23.5391,100.4633,4,-0.579,-0.368,-0.2841,-0.4951
wbm-1-412,-16.9491,107.8386,4,-0.9808,-0.7698,-0.7104,-0.9214
wbm-1-413,-35.5382,260.4593,8,-1.1782,-0.9672,-0.9081,-1.1191
wbm-1-414,-17.5593,110.519,4,-1.1258,-0.9148,-0.7341,-0.9450999999999999
wbm-1-415,-32.1479,198.5461,8,-0.432,-0.221,-0.1809,-0.3919
wbm-1-416,-51.4462,258.2164,8,-0.795,-0.584,-0.4411,-0.6521
wbm-1-417,-24.2867,92.1791,4,-0.4359,-0.2249,-0.3828,-0.5938
wbm-1-418,-35.284,251.6943,8,-1.162,-0.951,-0.9148,-1.1258
wbm-1-419,-17.3961,106.2903,4,-1.1006,-0.8896,-0.6904,-0.9014
wbm-1-420,-21.0227,87.9793,4,-0.2224,-0.0114,0.3609,0.1499
wbm-1-421,-17.1931,103.5879,4,-1.0709,-0.8599,-0.6694,-0.8804
wbm-1-422,-40.2301,251.4966,8,-1.1065,-0.8955,-0.6421,-0.8531
wbm-1-423,-23.5687,288.0987,8,-0.2866,-0.0756,-0.1353,-0.3463
wbm-1-424,-34.3877,236.3484,8,-1.1107,-0.8997,-0.8985,-1.1095
wbm-1-425,-16.6914,100.8153,4,-0.9851,-0.7741,-0.6027,-0.8137
wbm-1-426,-44.7252,240.8143,8,-0.699,-0.488,-0.3274,-0.5384
wbm-1-427,-22.1998,102.9524,4,-0.6583,-0.4473,-0.2661,-0.47709999999999997
wbm-1-428,-9.1438,84.84,3,-0.2895,-0.0082,-0.0544,-0.335733
wbm-1-429,-36.4852,353.8081,12,-0.282,-0.0007,-0.066,-0.347333
wbm-1-430,-9.1421,84.2264,3,-0.289,-0.0076,-0.053,-0.334333
wbm-1-431,-36.5639,343.4594,12,-0.2886,-0.0073,-0.0556,-0.336933
wbm-1-432,-27.1244,238.0303,8,-0.9368,-0.7258,-0.7047,-0.9157
wbm-1-433,-13.6282,100.7027,4,-0.9533,-0.7423,-0.6831,-0.8941
wbm-1-434,-55.1065,405.0018,12,-1.4508,-1.2398,-1.2118,-1.4228
wbm-1-435,-52.7561,393.06,12,-1.476,-1.265,-1.2627,-1.4737
wbm-1-436,-52.3771,389.4874,12,-1.4509,-1.2399,-1.2529,-1.4639
wbm-1-437,-63.8199,419.1104,12,-1.4504,-1.2394,-1.1749,-1.3859000000000001
wbm-1-438,-71.8116,402.8251,12,-1.4857,-1.2747,-1.2754,-1.4864000000000002
wbm-1-439,-52.6209,390.9086,12,-1.4688,-1.2578,-1.2589,-1.4699
wbm-1-440,-54.4015,419.2447,12,-1.5582,-1.3472,-1.3259,-1.5369000000000002
wbm-1-441,-52.0761,384.2475,12,-1.4336,-1.2226,-1.231,-1.4420000000000002
wbm-1-442,-53.3752,407.8419,12,-1.5007,-1.2897,-1.2719,-1.4829
wbm-1-443,-53.415,411.6585,12,-1.5018,-1.2908,-1.268,-1.479
wbm-1-444,-68.2363,409.0734,12,-1.1558,-0.9448,-0.9516,-1.1626
wbm-1-445,-53.1877,402.0556,12,-1.4933,-1.2823,-1.269,-1.48
wbm-1-446,-52.7839,396.4442,12,-1.4737,-1.2627,-1.2689,-1.4799
wbm-1-447,-57.7935,400.3864,12,-1.4279,-1.2169,-1.1519,-1.3629
wbm-1-448,-52.2161,387.5014,12,-1.4528,-1.2418,-1.2434,-1.4544000000000001
wbm-1-449,-62.3145,392.1134,12,-1.1584,-0.9474,-0.8763,-1.0873
wbm-1-450,-45.3702,417.4886,12,-1.3717,-1.1607,-1.1551,-1.3661
wbm-1-451,-55.503,415.638,12,-0.9837,-0.7727,-0.7664,-0.9773999999999999
wbm-1-452,-45.0772,336.9484,12,-0.4583,-0.177,-0.1581,-0.43943299999999996
wbm-1-453,-35.7836,469.3565,12,-0.8322,-0.6915,-0.6713,-0.811967
wbm-1-454,-31.3526,451.0314,12,-0.3797,-0.1128,-0.1491,-0.4161
wbm-1-455,-40.454,338.7596,12,-0.1417,-0.1417,-0.0879,-0.0879
wbm-1-456,-17.7975,84.1687,3,-0.0457,-0.0457,-0.1349,-0.1349
wbm-1-457,-20.7403,104.9345,4,-0.0618,-0.0618,-0.1411,-0.1411
wbm-1-458,-10.4917,51.9896,2,-0.1226,-0.1226,-0.1012,-0.1012
wbm-1-459,-14.5567,166.8974,6,0.0931,0.0931,0.0858,0.0858
wbm-1-460,-20.6374,113.2248,4,-0.1536,-0.1536,-0.1143,-0.1143
wbm-1-461,-25.9961,105.2146,4,0.4455,0.4455,0.64,0.64
wbm-1-462,-4.9314,47.1565,2,0.1319,0.1319,0.1637,0.1637
wbm-1-463,-17.5659,90.6496,4,-0.6269,-0.6269,-0.608,-0.608
wbm-1-464,-12.3919,77.4889,3,-0.2026,-0.2026,-0.3205,-0.3205
wbm-1-465,-16.3366,80.4438,4,-0.6201,-0.6201,-0.5911,-0.5911
wbm-1-466,-9.2096,87.8808,4,-0.3234,-0.3234,-0.2852,-0.2852
wbm-1-467,-24.2191,148.6764,6,-0.3628,-0.3628,-0.3294,-0.3294
wbm-1-468,-15.6062,95.2721,4,-0.2474,-0.2474,-0.2892,-0.2892
wbm-1-469,-24.8605,61.818,3,0.185,0.185,0.2601,0.2601
wbm-1-470,-27.6931,80.6683,4,0.1387,0.1387,0.1632,0.1632
wbm-1-471,-13.1592,53.8398,2,0.4824,0.4824,0.8444,0.8444
wbm-1-474,-12.0435,93.2191,4,-0.7144,-0.7144,-0.6979,-0.6979
wbm-1-475,-17.1004,82.3632,4,0.0097,0.0097,0.0581,0.0581
wbm-1-476,-10.0496,106.4846,4,-0.4438,-0.4438,-0.4442,-0.4442
wbm-1-477,-13.3813,80.9604,4,-0.6153,-0.6153,-0.6079,-0.6079
wbm-1-478,-19.714,162.1268,6,-0.5316,-0.5316,-0.5851,-0.5851
wbm-1-479,-6.4933,90.4713,4,-0.3784,-0.3784,-0.412,-0.412
wbm-1-480,-18.5327,155.5434,6,-0.3938,-0.3938,-0.4206,-0.4206
wbm-1-481,-27.462,233.3805,9,-0.3564,-0.3564,-0.3762,-0.3762
wbm-1-482,-10.4055,105.2294,4,-0.4153,-0.4153,-0.431,-0.431
wbm-1-483,-43.7676,235.0792,12,-0.0539,-0.0539,0.0484,0.0484
wbm-1-484,-23.2747,119.7406,6,-0.2254,-0.2254,-0.2142,-0.2142
wbm-1-485,-22.1017,115.3932,6,-0.251,-0.251,-0.2745,-0.2745
wbm-1-486,-22.0092,114.8352,6,-0.2421,-0.2421,-0.2673,-0.2673
wbm-1-487,-27.657,121.9064,6,-0.2293,-0.2293,-0.2437,-0.2437
wbm-1-488,-22.0477,114.9783,6,-0.246,-0.246,-0.2727,-0.2727
wbm-1-489,-21.8494,113.4387,6,-0.2232,-0.2232,-0.2624,-0.2624
wbm-1-490,-22.3066,120.1709,6,-0.2583,-0.2583,-0.2475,-0.2475
wbm-1-491,-22.3468,121.3795,6,-0.2628,-0.2628,-0.2525,-0.2525
wbm-1-492,-22.2585,118.5987,6,-0.2585,-0.2585,-0.2462,-0.2462
wbm-1-493,-22.1613,115.8585,6,-0.2563,-0.2563,-0.2706,-0.2706
wbm-1-494,-24.599,119.8533,6,-0.1994,-0.1994,-0.2173,-0.2173
wbm-1-495,-21.9051,114.5518,6,-0.24,-0.24,-0.2636,-0.2636
wbm-1-496,-26.8207,117.376,6,0.0766,0.0766,0.1802,0.1802
wbm-1-497,-19.178,118.4108,6,-0.2749,-0.2749,-0.2799,-0.2799
wbm-1-498,-14.4464,67.0314,4,-0.2122,-0.2122,-0.1682,-0.1682
wbm-1-499,-10.9496,71.8807,4,0.0743,0.0743,0.0534,0.0534
wbm-1-500,-10.1214,74.618,4,0.1265,0.1265,0.1369,0.1369
wbm-1-501,-12.5117,79.1019,4,0.1409,0.1409,0.107,0.107
wbm-1-502,-20.9137,59.8568,4,-0.4379,-0.4379,-0.5188,-0.5188
wbm-1-503,-22.1859,58.3989,4,-0.1587,-0.1587,-0.2515,-0.2515
wbm-1-504,-20.6146,105.2624,6,0.0055,0.0055,0.1205,0.1205
wbm-1-505,-10.2267,57.6266,3,0.0324,0.0324,-0.0311,-0.0311
wbm-1-506,-22.7403,120.2819,5,-0.8024,-0.8024,-0.6094,-0.6094
wbm-1-507,-20.7642,139.0854,5,-0.6119,-0.6119,-0.363,-0.363
wbm-1-508,-22.3565,115.8756,5,-0.7715,-0.7715,-0.5153,-0.5153
wbm-1-509,-16.7127,111.6899,4,-0.1681,-0.1681,-0.1175,-0.1175
wbm-1-510,-12.391,57.3017,3,-0.0802,-0.0802,0.0157,0.0157
wbm-1-511,-19.1328,94.7483,5,-0.364,-0.364,-0.4013,-0.4013
wbm-1-512,-23.6845,255.6166,7,-0.4302,-0.4302,-0.448,-0.448
wbm-1-513,-41.3439,201.3645,8,-0.6058,-0.6058,-0.6185,-0.6185
wbm-1-514,-37.4694,199.4888,8,-0.8134,-0.8134,-0.7903,-0.7903
wbm-1-515,-10.18,87.9011,3,-0.2566,-0.2566,-0.203,-0.203
wbm-1-516,-20.3526,174.8916,6,-0.2554,-0.2554,-0.2079,-0.2079
wbm-1-517,-10.4747,65.9158,3,0.3022,0.3022,0.1866,0.1866
wbm-1-518,-20.8498,127.433,6,0.3188,0.3188,0.2222,0.2222
wbm-1-519,-35.8196,443.085,11,-1.3023,-0.9139,-0.9577,-1.346064
wbm-1-520,-46.7698,279.1022,10,-0.9838,-0.877,-0.9458,-1.0526
wbm-1-521,-32.6102,291.8745,10,-0.7315,-0.6557,-0.6772,-0.753
wbm-1-522,-36.5894,204.393,9,-0.5099,-0.5099,-0.4858,-0.4858
wbm-1-523,-24.9118,198.0078,7,-0.4835,-0.4835,-0.4824,-0.4824
wbm-1-524,-14.8095,113.3348,4,-0.2979,-0.2979,-0.2289,-0.2289
wbm-1-525,-19.5378,120.1248,6,-0.2572,-0.2572,-0.252,-0.252
wbm-1-526,-29.9548,164.2457,8,-0.5517,-0.5517,-0.561,-0.561
wbm-1-527,-12.3166,113.5698,5,-0.1948,-0.1948,-0.0124,-0.0124
wbm-1-528,-24.9577,83.4344,5,-0.2489,-0.2489,-0.3343,-0.3343
wbm-1-529,-36.1966,146.8793,8,-0.3733,-0.3733,-0.3459,-0.3459
wbm-1-530,-29.6689,152.2505,8,-0.3096,-0.3096,-0.3341,-0.3341
wbm-1-531,-26.5874,82.2967,5,-0.0301,-0.0301,0.172,0.172
wbm-1-532,-20.6196,107.5339,5,-0.3754,-0.3754,-0.2626,-0.2626
wbm-1-533,-15.6823,122.9076,5,-0.1364,-0.1364,-0.1015,-0.1015
wbm-1-534,-27.6273,87.85,5,0.0387,0.0387,0.1104,0.1104
wbm-1-535,-23.1842,83.5597,5,-0.4254,-0.4254,-0.4617,-0.4617
wbm-1-536,-34.433,148.3007,8,-0.4849,-0.4849,-0.4854,-0.4854
wbm-1-537,-34.8256,166.1419,8,-0.684,-0.684,-0.6768,-0.6768
wbm-1-538,-34.0244,107.8319,6,-1.0525,-1.0525,-1.0213,-1.0213
wbm-1-539,-38.1251,161.1484,8,-0.8737,-0.8737,-0.8428,-0.8428
wbm-1-540,-18.641,125.0007,5,-0.225,-0.225,-0.2044,-0.2044
wbm-1-541,-18.4981,137.5426,5,-0.1964,-0.1964,-0.2168,-0.2168
wbm-1-542,-14.2522,90.7345,4,-0.1865,-0.1865,-0.1218,-0.1218
wbm-1-543,-11.8109,113.2854,4,-0.1562,-0.1562,-0.1617,-0.1617
wbm-1-544,-27.4463,227.7774,7,-1.0092,-0.768,-0.7569,-0.998043
wbm-1-545,-10.2977,68.9673,3,-0.267,-0.267,-0.2397,-0.2397
wbm-1-546,-20.6144,135.3451,6,-0.2701,-0.2701,-0.2484,-0.2484
wbm-1-547,-20.8614,136.0398,6,-0.3113,-0.3113,-0.3007,-0.3007
wbm-1-548,-17.1281,96.1346,4,-0.2912,-0.2912,-0.285,-0.285
wbm-1-549,-19.0763,89.3433,4,-0.258,-0.258,-0.1637,-0.1637
wbm-1-550,-15.6357,117.1654,5,-0.2725,-0.2725,-0.109,-0.109
wbm-1-551,-13.2495,104.6114,4,-0.1785,-0.1785,-0.1051,-0.1051
wbm-1-552,-19.2112,74.0595,4,-0.21,-0.21,-0.185,-0.185
wbm-1-553,-10.4464,81.3679,4,0.1798,0.1798,0.1392,0.1392
wbm-1-554,-40.758,266.96,10,-0.4186,-0.4186,-0.4213,-0.4213
wbm-1-555,-11.871,80.0731,4,0.1382,0.1382,0.1904,0.1904
wbm-1-556,-9.5666,84.807,4,0.3025,0.3025,0.2309,0.2309
wbm-1-557,-26.8281,119.8537,6,-0.597,-0.597,-0.5818,-0.5818
wbm-1-558,-45.1033,102.932,6,-0.8606,-0.8606,-0.8779,-0.8779
wbm-1-559,-14.7542,66.4758,3,-0.4433,-0.4433,-0.3529,-0.3529
wbm-1-560,-59.1622,250.0173,12,-0.4554,-0.4554,-0.4491,-0.4491
wbm-1-561,-47.845,266.5191,10,-1.065,-0.9422,-1.1612,-1.284
wbm-1-562,-43.7951,181.0027,9,-0.7742,-0.512,-0.4394,-0.701622
wbm-1-563,-37.4449,90.5254,6,-0.4493,-0.4493,-0.3886,-0.3886
wbm-1-564,-51.6399,231.5502,9,-0.1602,-0.1602,-0.1434,-0.1434
wbm-1-565,-45.6724,142.3078,8,-0.5759,-0.5759,-0.5329,-0.5329
wbm-1-566,-40.3946,103.7671,8,-0.3746,-0.3746,-0.3689,-0.3689
wbm-1-567,-42.9495,139.4521,8,-0.5671,-0.5671,-0.5603,-0.5603
wbm-1-568,-42.8973,136.7956,8,-0.5704,-0.5704,-0.5684,-0.5684
wbm-1-569,-61.6445,143.887,8,-0.5367,-0.5367,-0.5235,-0.5235
wbm-1-570,-77.2359,176.9426,9,-0.3215,-0.3215,-0.3249,-0.3249
wbm-1-571,-42.9487,137.8942,8,-0.5731,-0.5731,-0.566,-0.566
wbm-1-572,-43.2487,152.5964,8,-0.5222,-0.5222,-0.4548,-0.4548
wbm-1-573,-76.5597,152.1949,9,-0.1503,-0.1503,-0.15,-0.15
wbm-1-574,-42.8795,148.2671,8,-0.518,-0.518,-0.4975,-0.4975
wbm-1-575,-22.9189,47.6913,4,-0.6348,-0.6348,-0.6123,-0.6123
wbm-1-576,-22.6839,52.7775,4,-0.7261,-0.7261,-0.686,-0.686
wbm-1-577,-42.838,150.4751,8,-0.5097,-0.5097,-0.4593,-0.4593
wbm-1-578,-24.0676,53.1974,4,-0.8493,-0.8493,-0.7853,-0.7853
wbm-1-579,-59.0914,138.4721,8,-0.1696,-0.1696,-0.4003,-0.4003
wbm-1-580,-28.4605,54.2138,4,-0.3541,-0.3541,-0.2411,-0.2411
wbm-1-581,-25.3441,50.8974,4,-0.8451,-0.8451,-0.8362,-0.8362
wbm-1-582,-33.1518,158.6524,7,-0.9224,-0.6527,-0.606,-0.875714
wbm-1-583,-32.6655,169.9677,7,-0.8529,-0.5832,-0.6112,-0.880914
wbm-1-584,-42.9061,144.6759,8,-0.5337,-0.5337,-0.5183,-0.5183
wbm-1-585,-87.608,150.1703,9,-0.2068,-0.2068,-0.1916,-0.1916
wbm-1-586,-44.6873,232.4724,9,-0.2535,-0.2535,-0.2754,-0.2754
wbm-1-587,-42.9561,140.0836,8,-0.561,-0.561,-0.555,-0.555
wbm-1-588,-29.6384,219.544,7,-0.5934,-0.3522,-0.3239,-0.565043
wbm-1-589,-48.5733,149.8031,8,-0.5683,-0.5683,-0.4917,-0.4917
wbm-1-590,-44.0831,219.0749,9,-0.2921,-0.2921,-0.2818,-0.2818
wbm-1-591,-42.8092,135.018,8,-0.5823,-0.5823,-0.5751,-0.5751
wbm-1-592,-82.7875,172.7279,9,-0.0488,-0.0488,0.0846,0.0846
wbm-1-593,-54.8338,131.932,8,-0.3815,-0.3815,-0.3294,-0.3294
wbm-1-594,-16.0694,40.7801,3,-0.49,-0.49,-0.4653,-0.4653
wbm-1-595,-32.1547,83.7339,6,-0.4926,-0.4926,-0.4615,-0.4615
wbm-1-596,-15.8568,45.5025,3,-0.4191,-0.4191,-0.4667,-0.4667
wbm-1-597,-31.8416,78.5136,6,-0.4404,-0.4404,-0.4485,-0.4485
wbm-1-598,-55.753,232.3726,9,-0.2616,-0.2616,-0.3019,-0.3019
wbm-1-599,-35.571,143.28,8,-0.4116,-0.4116,-0.4077,-0.4077
wbm-1-600,-51.0478,123.256,8,-0.5942,-0.5942,-0.5875,-0.5875
wbm-1-601,-25.259,48.1704,4,-0.2516,-0.2516,-0.2984,-0.2984
wbm-1-602,-27.8876,51.7535,4,-0.4762,-0.4762,-0.6393,-0.6393
wbm-1-603,-24.1862,51.7267,4,-0.3155,-0.3155,-0.3044,-0.3044
wbm-1-604,-48.2908,104.2316,8,-0.3053,-0.3053,-0.2316,-0.2316
wbm-1-605,-28.038,54.0654,4,-0.4049,-0.4049,-0.3733,-0.3733
wbm-1-606,-17.5189,41.6077,3,-0.1249,-0.1249,-0.1821,-0.1821
wbm-1-607,-69.9724,170.1837,12,-0.1163,-0.1163,-0.0714,-0.0714
wbm-1-608,-33.5805,98.9944,6,0.118,0.118,0.441,0.441
wbm-1-609,-34.9362,84.0942,6,-0.108,-0.108,-0.108,-0.108
wbm-1-610,-70.342,183.1014,9,-0.2124,-0.2124,-0.2631,-0.2631
wbm-1-611,-27.5578,99.6824,6,-0.306,-0.306,-0.259,-0.259
wbm-1-612,-26.8149,103.9066,6,-0.3484,-0.3484,-0.2996,-0.2996
wbm-1-613,-16.1003,58.79,4,-0.309,-0.309,-0.3273,-0.3273
wbm-1-614,-25.0599,132.8974,8,-0.0042,-0.0042,-0.0536,-0.0536
wbm-1-615,-14.949,61.2497,4,-0.0826,-0.0826,0.0043,0.0043
wbm-1-616,-16.1346,61.6291,4,0.0197,0.0197,0.1125,0.1125
wbm-1-617,-22.7082,54.3671,4,-0.5698,-0.5698,-0.621,-0.621
wbm-1-618,-24.1473,54.3341,4,-0.3324,-0.3324,-0.3429,-0.3429
wbm-1-619,-20.335,55.7318,4,-0.6684,-0.6684,-0.6538,-0.6538
wbm-1-620,-22.8471,54.1468,4,-0.4956,-0.4956,-0.4857,-0.4857
wbm-1-621,-14.9145,71.3297,4,0.1532,0.2012,0.237,0.189
wbm-1-622,-14.8099,69.423,4,0.1975,0.1975,0.2395,0.2395
wbm-1-623,-23.7852,61.947,4,-0.0842,-0.0842,0.134,0.134
wbm-1-624,-40.0467,146.8944,8,-0.4916,-0.4916,-0.5182,-0.5182
wbm-1-625,-26.4859,124.2981,8,-0.0982,-0.0982,-0.085,-0.085
wbm-1-626,-65.4487,184.7758,9,-0.2858,-0.2858,-0.2822,-0.2822
wbm-1-627,-37.0338,107.0026,6,-1.1205,-1.1205,-1.0504,-1.0504
wbm-1-628,-54.6821,243.7809,12,-0.5242,-0.5242,-0.5129,-0.5129
wbm-1-629,-36.9862,105.8918,6,-1.1191,-1.1191,-1.0459,-1.0459
wbm-1-630,-54.5373,239.1688,12,-0.5251,-0.5251,-0.498,-0.498
wbm-1-631,-37.7585,142.4723,6,-0.3654,-0.3654,-0.3253,-0.3253
wbm-1-632,-30.7353,86.5704,5,-0.2736,-0.2736,-0.2038,-0.2038
wbm-1-633,-46.2355,206.4321,9,-0.7428,-0.4805,-0.4351,-0.697322
wbm-1-634,-40.4561,92.4681,6,-0.2703,-0.2703,-0.2285,-0.2285
