material_id,chgnet_energy_IS2RE,e_form_per_atom_chgnet_uncorrected,e_form_per_atom_chgnet,e_form_per_atom_mp2020_corrected,e_form_per_atom_chgnet_megnet
wbm-1-390,-36.8381,-0.3666,-0.3666,-0.395,-0.3881
wbm-1-391,-15.4622,-0.132,-0.132,-0.206,-0.1972
wbm-1-392,-14.1173,-0.277,-0.488,-0.273,-0.2747
wbm-1-393,-28.3369,-0.2898,-0.5008,-0.309,-0.3129
wbm-1-394,-14.1802,-0.2927,-0.5037,-0.362,-0.327
wbm-1-395,-13.9185,-0.2273,-0.4383,-0.075,-0.0347
wbm-1-396,-38.0088,-0.988,-1.199,-1.075,-1.0373
wbm-1-397,-19.1623,-1.0275,-1.2385,-0.924,-0.8391
wbm-1-398,-17.7656,-1.0099,-1.2209,-0.829,-0.797
wbm-1-399,-17.5523,-0.9663,-1.1774,-0.795,-0.7647
wbm-1-400,-47.4897,-1.0834,-1.2944,-0.995,-0.993
wbm-1-401,-23.2739,-0.9657,-1.1767,-0.854,-0.9307
wbm-1-402,-55.5597,-1.1461,-1.3571,-1.153,-1.1798
wbm-1-403,-17.5918,-0.9726,-1.1836,-0.812,-0.7807
wbm-1-404,-24.2579,-0.3714,-0.6772,-0.352,-0.3987
wbm-1-405,-36.8743,-1.0955,-1.3065,-1.217,-1.232
wbm-1-406,-18.5578,-1.1257,-1.3367,-1.045,-1.0213
wbm-1-407,-35.7619,-1.0602,-1.2712,-1.079,-1.0836
wbm-1-408,-17.4307,-0.9476,-1.1586,-0.74,-0.6941
wbm-1-409,-37.0696,-1.1619,-1.3729,-1.137,-1.1377
wbm-1-410,-18.0232,-1.034,-1.245,-0.911,-0.8707
wbm-1-411,-24.2185,-0.5379,-0.7489,-0.14,-0.5386
wbm-1-412,-17.6846,-0.9537,-1.1647,-0.9,-0.8445
wbm-1-413,-35.772,-0.9965,-1.2075,-1.136,-1.1574
wbm-1-414,-17.9348,-1.0087,-1.2197,-0.923,-0.889
wbm-1-415,-33.6185,-0.4048,-0.6158,-0.346,-0.3763
wbm-1-416,-51.9107,-0.6421,-0.8531,-0.882,-0.7162
wbm-1-417,-25.3049,-0.4795,-0.6905,-0.103,-0.584
wbm-1-418,-36.8748,-1.1499,-1.3609,-1.138,-1.1258
wbm-1-419,-17.9444,-1.0267,-1.2377,-0.886,-0.8372
wbm-1-420,-20.6309,0.0865,-0.1245,0.102,0.097
wbm-1-421,-17.8336,-1.02,-1.231,-0.844,-0.8232
wbm-1-422,-40.0897,-0.8779,-1.0889,-0.876,-0.8973
wbm-1-423,-25.2533,-0.2862,-0.4972,-0.342,-0.3433
wbm-1-424,-35.8923,-1.0878,-1.2988,-1.099,-1.0983
wbm-1-425,-17.3737,-0.9447,-1.1557,-0.775,-0.717
wbm-1-426,-45.7251,-0.613,-0.824,-0.569,-0.5778
wbm-1-427,-22.4173,-0.5017,-0.7127,-0.439,-0.3804
wbm-1-428,-10.0518,-0.3109,-0.5922,-0.277,-0.3292
wbm-1-429,-40.1207,-0.3037,-0.585,-0.295,-0.3393
wbm-1-430,-10.05,-0.3103,-0.5916,-0.277,-0.3247
wbm-1-431,-40.178,-0.3084,-0.5898,-0.295,-0.3293
wbm-1-432,-29.1015,-0.973,-1.184,-0.921,-0.9068
wbm-1-433,-14.292,-0.9083,-1.1193,-0.785,-0.8839
wbm-1-434,-57.438,-1.4341,-1.6451,-1.45,-1.4231
wbm-1-435,-54.8398,-1.4386,-1.6496,-1.466,-1.4707
wbm-1-436,-54.5916,-1.4244,-1.6354,-1.452,-1.46
wbm-1-437,-65.8641,-1.4098,-1.6208,-1.383,-1.4089
wbm-1-438,-73.9486,-1.4528,-1.6638,-1.49,-1.4853
wbm-1-439,-54.6859,-1.4298,-1.6408,-1.459,-1.4675
wbm-1-440,-56.5743,-1.5283,-1.7393,-1.549,-1.5392
wbm-1-441,-54.1676,-1.3969,-1.6079,-1.425,-1.4388
wbm-1-442,-55.5419,-1.4702,-1.6812,-1.49,-1.4751
wbm-1-443,-55.6138,-1.4741,-1.6851,-1.492,-1.4796
wbm-1-444,-70.2296,-1.1109,-1.3219,-1.301,-1.152
wbm-1-445,-55.3392,-1.4616,-1.6726,-1.485,-1.4735
wbm-1-446,-55.0464,-1.4512,-1.6622,-1.472,-1.4769
wbm-1-447,-59.7652,-1.3812,-1.5922,-1.316,-1.3613
wbm-1-448,-54.3107,-1.4163,-1.6273,-1.442,-1.4525
wbm-1-449,-64.0442,-1.0915,-1.3025,-1.103,-1.072
wbm-1-450,-47.6601,-1.3515,-1.5625,-1.327,-1.3341
wbm-1-451,-58.0081,-0.9815,-1.1925,-0.992,-0.9682
wbm-1-452,-48.8531,-0.4916,-0.773,-0.471,-0.4077
wbm-1-453,-35.083,-0.6332,-0.7738,-0.803,-0.7086
wbm-1-454,-34.3681,-0.364,-0.631,-0.368,-0.439
wbm-1-455,-40.4546,-0.1417,-0.1417,-0.063,-0.0772
wbm-1-456,-17.5709,0.0298,0.0298,-0.014,-0.0251
wbm-1-457,-20.826,-0.0833,-0.0833,-0.025,-0.1704
wbm-1-458,-10.1856,0.0304,0.0304,-0.032,-0.0052
wbm-1-459,-14.5079,0.1013,0.1013,0.1,0.0882
wbm-1-460,-20.2526,-0.0574,-0.0574,-0.05,-0.0488
wbm-1-461,-24.0795,0.9246,0.9246,0.305,0.6366
wbm-1-462,-4.82,0.1876,0.1876,0.144,0.1599
wbm-1-463,-17.2197,-0.5404,-0.5404,-0.619,-0.4827
wbm-1-464,-12.111,-0.1089,-0.1089,-0.188,-0.2055
wbm-1-465,-15.9824,-0.5316,-0.5316,-0.61,-0.5591
wbm-1-466,-8.5345,-0.1547,-0.1547,-0.309,-0.2303
wbm-1-467,-24.2158,-0.3623,-0.3623,-0.354,-0.3056
wbm-1-468,-15.0642,-0.1119,-0.1119,-0.227,-0.2055
wbm-1-469,-24.8743,0.1804,0.1804,0.315,0.2299
wbm-1-470,-27.4149,0.2083,0.2083,0.208,0.22
wbm-1-471,-12.43,0.847,0.847,0.66,0.8418
wbm-1-474,-11.4563,-0.5677,-0.5677,-0.683,-0.608
wbm-1-475,-15.6975,0.3604,0.3604,0.075,-0.0483
wbm-1-476,-9.3366,-0.2656,-0.2656,-0.419,-0.399
wbm-1-477,-12.9909,-0.5177,-0.5177,-0.593,-0.5586
wbm-1-478,-19.9862,-0.577,-0.577,-0.591,-0.591
wbm-1-479,-5.9831,-0.2509,-0.2509,-0.403,-0.3471
wbm-1-480,-18.8673,-0.4496,-0.4496,-0.394,-0.4084
wbm-1-481,-28.0771,-0.4247,-0.4247,-0.357,-0.378
wbm-1-482,-10.4601,-0.4289,-0.4289,-0.414,-0.4159
wbm-1-483,-43.2735,-0.0127,-0.0127,0.082,0.0363
wbm-1-484,-23.3513,-0.2382,-0.2382,-0.183,-0.2107
wbm-1-485,-22.1755,-0.2633,-0.2633,-0.227,-0.2639
wbm-1-486,-22.1264,-0.2616,-0.2616,-0.21,-0.2554
wbm-1-487,-27.9215,-0.2734,-0.2734,-0.236,-0.2403
wbm-1-488,-22.1342,-0.2605,-0.2605,-0.219,-0.2618
wbm-1-489,-22.0119,-0.2503,-0.2503,-0.182,-0.2443
wbm-1-490,-22.5963,-0.3065,-0.3065,-0.256,-0.2448
wbm-1-491,-22.6783,-0.3181,-0.3181,-0.258,-0.2523
wbm-1-492,-22.4673,-0.2933,-0.2933,-0.25,-0.2459
wbm-1-493,-22.1802,-0.2595,-0.2595,-0.234,-0.2629
wbm-1-494,-24.7679,-0.2275,-0.2275,-0.167,-0.2188
wbm-1-495,-21.97,-0.2509,-0.2509,-0.2,-0.2595
wbm-1-496,-26.9069,0.0622,0.0622,0.123,0.1754
wbm-1-497,-19.3301,-0.3003,-0.3003,-0.238,-0.2586
wbm-1-498,-14.6165,-0.2547,-0.2547,-0.118,-0.1991
wbm-1-499,-10.7663,0.1201,0.1201,0.191,0.0692
wbm-1-500,-10.169,0.1146,0.1146,0.19,0.134
wbm-1-501,-12.6438,0.1079,0.1079,0.214,0.1659
wbm-1-502,-21.0813,-0.4798,-0.4798,-0.442,-0.4955
wbm-1-503,-22.34,-0.1972,-0.1972,-0.162,-0.2066
wbm-1-504,-20.2587,0.0648,0.0648,0.04,0.1512
wbm-1-505,-10.1119,0.0706,0.0706,0.001,-0.033
wbm-1-506,-22.281,-0.7105,-0.7105,-0.483,-0.636
wbm-1-507,-20.2543,-0.5099,-0.5099,-0.426,-0.3807
wbm-1-508,-21.8975,-0.6797,-0.6797,-0.418,-0.524
wbm-1-509,-16.4472,-0.1017,-0.1017,-0.133,-0.1551
wbm-1-510,-12.0305,0.0399,0.0399,0.22,0.0639
wbm-1-511,-19.2467,-0.3868,-0.3868,-0.322,-0.4246
wbm-1-512,-23.5786,-0.415,-0.415,-0.429,-0.3972
wbm-1-513,-41.5645,-0.6334,-0.6334,-0.601,-0.6491
wbm-1-514,-37.0194,-0.7571,-0.7571,-0.763,-0.7857
wbm-1-515,-9.9756,-0.1885,-0.1885,-0.195,-0.1851
wbm-1-516,-20.0782,-0.2096,-0.2096,-0.229,-0.2486
wbm-1-517,-10.8506,0.1769,0.1769,0.308,0.2656
wbm-1-518,-22.1218,0.1068,0.1068,0.312,0.3202
wbm-1-519,-40.0411,-1.2977,-1.6861,-1.307,-1.3389
wbm-1-520,-48.1841,-1.0184,-1.1252,-0.999,-1.0179
wbm-1-521,-32.8713,-0.6819,-0.7577,-0.737,-0.725
wbm-1-522,-36.1488,-0.461,-0.461,-0.495,-0.4832
wbm-1-523,-24.8515,-0.4749,-0.4749,-0.481,-0.4597
wbm-1-524,-14.4151,-0.1993,-0.1993,-0.203,-0.2144
wbm-1-525,-19.6813,-0.2811,-0.2811,-0.234,-0.2448
wbm-1-526,-29.9883,-0.5559,-0.5559,-0.57,-0.5772
wbm-1-527,-12.1834,-0.1682,-0.1682,-0.167,-0.033
wbm-1-528,-24.7111,-0.1995,-0.1995,-0.234,-0.3202
wbm-1-529,-35.9516,-0.3427,-0.3427,-0.354,-0.4022
wbm-1-530,-29.8877,-0.337,-0.337,-0.331,-0.3316
wbm-1-531,-26.4789,-0.0084,-0.0084,0.001,0.0786
wbm-1-532,-20.225,-0.2964,-0.2964,-0.282,-0.2611
wbm-1-533,-15.8724,-0.1744,-0.1744,-0.119,-0.1542
wbm-1-534,-27.2068,0.1228,0.1228,0.107,0.0107
wbm-1-535,-23.399,-0.4684,-0.4684,-0.428,-0.4822
wbm-1-536,-34.3827,-0.4786,-0.4786,-0.479,-0.5005
wbm-1-537,-34.5451,-0.649,-0.649,-0.667,-0.6681
wbm-1-538,-33.843,-1.0223,-1.0223,-1.023,-1.0091
wbm-1-539,-37.9108,-0.8469,-0.8469,-0.853,-0.8428
wbm-1-540,-18.5528,-0.2074,-0.2074,-0.181,-0.2033
wbm-1-541,-18.3483,-0.1665,-0.1665,-0.212,-0.181
wbm-1-542,-14.2561,-0.1874,-0.1874,0.022,-0.121
wbm-1-543,-11.398,-0.0529,-0.0529,-0.12,-0.1161
wbm-1-544,-28.8286,-0.9655,-1.2067,-1.0,-0.9986
wbm-1-545,-10.1951,-0.2328,-0.2328,-0.254,-0.2126
wbm-1-546,-20.3939,-0.2334,-0.2334,-0.289,-0.2633
wbm-1-547,-20.736,-0.2904,-0.2904,-0.297,-0.2962
wbm-1-548,-17.0352,-0.268,-0.268,-0.278,-0.2322
wbm-1-549,-18.8497,-0.2013,-0.2013,-0.145,-0.1565
wbm-1-550,-15.6724,-0.2799,-0.2799,-0.27,-0.1715
wbm-1-551,-13.2749,-0.1849,-0.1849,-0.041,-0.1068
wbm-1-552,-18.9046,-0.1333,-0.1333,0.115,-0.1932
wbm-1-553,-10.4825,0.1708,0.1708,0.244,0.1332
wbm-1-554,-40.383,-0.3811,-0.3811,-0.351,-0.3739
wbm-1-555,-12.2386,0.0463,0.0463,0.229,0.2156
wbm-1-556,-9.7719,0.2512,0.2512,0.316,0.3266
wbm-1-557,-26.8501,-0.6007,-0.6007,-0.506,-0.5793
wbm-1-558,-45.0984,-0.8598,-0.8598,-0.838,-0.8528
wbm-1-559,-14.6872,-0.421,-0.421,-0.411,-0.3189
wbm-1-560,-59.0808,-0.4486,-0.4486,-0.456,-0.4486
wbm-1-561,-49.5307,-1.1107,-1.2335,-1.073,-1.2772
wbm-1-562,-46.025,-0.7597,-1.022,-0.703,-0.6931
wbm-1-563,-36.9298,-0.3634,-0.3634,-0.369,-0.3883
wbm-1-564,-51.6599,-0.1624,-0.1624,-0.185,-0.1537
wbm-1-565,-45.3977,-0.5416,-0.5416,-0.521,-0.5239
wbm-1-566,-40.0526,-0.3319,-0.3319,-0.271,-0.3699
wbm-1-567,-42.7989,-0.5483,-0.5483,-0.532,-0.5574
wbm-1-568,-42.7805,-0.5558,-0.5558,-0.543,-0.5625
wbm-1-569,-61.6867,-0.5419,-0.5419,-0.524,-0.5261
wbm-1-570,-77.3066,-0.3293,-0.3293,-0.337,-0.3286
wbm-1-571,-42.7832,-0.5524,-0.5524,-0.537,-0.5603
wbm-1-572,-43.0999,-0.5036,-0.5036,-0.495,-0.4793
wbm-1-573,-76.7332,-0.1695,-0.1695,-0.169,-0.1234
wbm-1-574,-42.8387,-0.5129,-0.5129,-0.473,-0.499
wbm-1-575,-22.8324,-0.6132,-0.6132,-0.606,-0.6166
wbm-1-576,-22.3816,-0.6506,-0.6506,-0.66,-0.6898
wbm-1-577,-42.7741,-0.5017,-0.5017,-0.459,-0.4871
wbm-1-578,-23.6901,-0.7549,-0.7549,-0.764,-0.7992
wbm-1-579,-56.7859,0.1186,0.1186,-0.408,-0.1065
wbm-1-580,-28.2806,-0.3092,-0.3092,-0.223,-0.2592
wbm-1-581,-25.2017,-0.8095,-0.8095,-0.819,-0.8403
wbm-1-582,-34.8529,-0.8957,-1.1654,-0.87,-0.8627
wbm-1-583,-34.0131,-0.7757,-1.0454,-0.861,-0.8761
wbm-1-584,-42.8332,-0.5246,-0.5246,-0.496,-0.5237
wbm-1-585,-87.359,-0.1792,-0.1792,-0.19,-0.1859
wbm-1-586,-44.662,-0.2507,-0.2507,-0.208,-0.2658
wbm-1-587,-42.7615,-0.5367,-0.5367,-0.526,-0.5522
wbm-1-588,-30.582,-0.487,-0.7282,-0.477,-0.5197
wbm-1-589,-48.2715,-0.5306,-0.5306,-0.512,-0.5368
wbm-1-590,-44.0857,-0.2924,-0.2924,-0.243,-0.279
wbm-1-591,-42.5677,-0.5521,-0.5521,-0.545,-0.566
wbm-1-592,-82.1252,0.0247,0.0247,0.073,0.0734
wbm-1-593,-54.363,-0.3227,-0.3227,-0.288,-0.3499
wbm-1-594,-15.9944,-0.465,-0.465,-0.423,-0.4853
wbm-1-595,-31.9071,-0.4514,-0.4514,-0.427,-0.4654
wbm-1-596,-15.8881,-0.4295,-0.4295,-0.297,-0.4723
wbm-1-597,-31.6031,-0.4007,-0.4007,-0.36,-0.4655
wbm-1-598,-55.8228,-0.2694,-0.2694,-0.23,-0.2952
wbm-1-599,-35.6269,-0.4186,-0.4186,-0.382,-0.4151
wbm-1-600,-51.0187,-0.5905,-0.5905,-0.567,-0.5798
wbm-1-601,-25.2953,-0.2607,-0.2607,-0.289,-0.2924
wbm-1-602,-28.2452,-0.5657,-0.5657,-0.556,-0.5298
wbm-1-603,-23.9731,-0.2622,-0.2622,-0.262,-0.312
wbm-1-604,-47.8309,-0.2478,-0.2478,-0.238,-0.2697
wbm-1-605,-27.934,-0.3789,-0.3789,-0.425,-0.3717
wbm-1-606,-17.4435,-0.0998,-0.0998,-0.071,-0.1749
wbm-1-607,-69.6626,-0.0905,-0.0905,-0.065,-0.1364
wbm-1-608,-33.149,0.1899,0.1899,0.221,0.3593
wbm-1-609,-34.861,-0.0954,-0.0954,-0.062,-0.1492
wbm-1-610,-70.2574,-0.203,-0.203,-0.19,-0.2537
wbm-1-611,-27.6103,-0.3147,-0.3147,-0.265,-0.2619
wbm-1-612,-26.8602,-0.3559,-0.3559,-0.307,-0.3092
wbm-1-613,-16.1178,-0.3134,-0.3134,-0.18,-0.3011
wbm-1-614,-25.6677,-0.0801,-0.0801,-0.017,-0.0467
wbm-1-615,-14.6818,-0.0158,-0.0158,0.085,0.0025
wbm-1-616,-15.6752,0.1345,0.1345,0.15,0.1069
wbm-1-617,-23.0319,-0.6508,-0.6508,-0.586,-0.6181
wbm-1-618,-24.0588,-0.3103,-0.3103,-0.313,-0.3158
wbm-1-619,-20.2833,-0.6555,-0.6555,-0.639,-0.6508
wbm-1-620,-22.8111,-0.4866,-0.4866,-0.451,-0.493
wbm-1-621,-14.6714,0.262,0.214,0.258,0.1142
wbm-1-622,-14.712,0.222,0.222,0.263,0.2345
wbm-1-623,-23.7393,-0.0728,-0.0728,0.115,0.1365
wbm-1-624,-40.201,-0.5109,-0.5109,-0.451,-0.5186
wbm-1-625,-26.4562,-0.0945,-0.0945,-0.057,-0.0948
wbm-1-626,-65.2412,-0.2627,-0.2627,-0.251,-0.2654
wbm-1-627,-36.9091,-1.0997,-1.0997,-1.076,-1.0394
wbm-1-628,-54.3725,-0.4984,-0.4984,-0.507,-0.5143
wbm-1-629,-36.7977,-1.0877,-1.0877,-1.064,-1.0193
wbm-1-630,-54.0711,-0.4863,-0.4863,-0.498,-0.4965
wbm-1-631,-37.74,-0.3623,-0.3623,-0.36,-0.3375
wbm-1-632,-30.4811,-0.2228,-0.2228,-0.157,-0.194
wbm-1-633,-48.1399,-0.6921,-0.9544,-0.689,-0.6733
wbm-1-634,-40.2293,-0.2325,-0.2325,-0.236,-0.2383
wbm-1-635,-52.5622,-0.1114,-0.1114,-0.139,-0.1161
wbm-1-636,-21.0318,-0.2428,-0.2428,-0.229,-0.3122
wbm-1-637,-41.8284,-0.2134,-0.2134,-0.175,-0.2844
wbm-1-638,-78.3647,-0.2956,-0.2956,-0.293,-0.2915
wbm-1-639,-77.939,-0.1522,-0.1522,-0.152,-0.0827
wbm-1-640,-29.0367,-0.462,-0.462,-0.365,-0.4182
wbm-1-641,-23.1684,-0.5068,-0.5068,-0.557,-0.5011
wbm-1-642,-24.5872,-0.6388,-0.6388,-0.68,-0.6676
wbm-1-643,-26.0952,-0.6924,-0.6924,-0.684,-0.6917
wbm-1-644,-27.1698,-0.4836,-0.4836,-0.489,-0.5278
wbm-1-645,-36.0524,-0.8725,-1.1422,-0.835,-0.7907
wbm-1-646,-36.0013,-0.8652,-1.1349,-0.88,-0.9014
wbm-1-647,-88.571,-0.1626,-0.1626,-0.17,-0.1495
wbm-1-648,-45.3932,-0.1806,-0.1806,-0.14,-0.23
wbm-1-649,-31.9543,-0.4886,-0.7297,-0.481,-0.5307
wbm-1-650,-44.8673,-0.2279,-0.2279,-0.18,-0.249
wbm-1-651,-83.3008,0.0454,0.0454,0.071,0.1141
wbm-1-652,-16.8781,-0.3056,-0.3056,-0.353,-0.3239
wbm-1-653,-66.5892,-0.2287,-0.2287,-0.157,-0.2708
wbm-1-654,-16.4582,-0.1657,-0.1657,-0.028,-0.2494
wbm-1-655,-33.3346,-0.2354,-0.2354,-0.206,-0.3004
wbm-1-656,-33.3356,-0.2355,-0.2355,-0.331,-0.3006
wbm-1-657,-56.6217,-0.2068,-0.2068,-0.166,-0.2619
wbm-1-658,-48.2062,-0.4188,-0.4188,-0.363,-0.4275
wbm-1-659,-18.1346,-0.2284,-0.2284,-0.042,-0.1606
wbm-1-660,-17.1544,-0.3376,-0.3376,-0.374,-0.4051
wbm-1-661,-20.2439,-0.4179,-0.4179,-0.374,-0.3496
wbm-1-662,-20.121,-0.4012,-0.4012,-0.344,-0.3307
wbm-1-663,-20.1704,-0.4081,-0.4081,-0.359,-0.3411
wbm-1-664,-19.9166,-0.3696,-0.3696,-0.297,-0.2809
wbm-1-665,-20.492,-0.4452,-0.4452,-0.426,-0.4181
wbm-1-666,-16.9882,-0.3503,-0.3503,-0.375,-0.3797
wbm-1-667,-20.3102,-0.4257,-0.4257,-0.389,-0.381
wbm-1-668,-23.175,-0.4427,-0.4427,-0.38,-0.4112
wbm-1-669,-19.9275,-0.3809,-0.3809,-0.327,-0.3055
wbm-1-670,-25.4683,-0.1259,-0.1259,-0.117,-0.0922
wbm-1-671,-22.1491,-0.427,-0.427,-0.383,-0.3877
wbm-1-672,-13.01,0.0855,0.0855,0.107,0.0156
wbm-1-673,-14.5213,-0.182,-0.182,-0.051,-0.0682
wbm-1-674,-11.017,0.1063,0.1063,0.181,0.1051
wbm-1-675,-21.7183,-0.3105,-0.3105,0.12,-0.3012
wbm-1-676,-21.5485,-0.5477,-0.5477,-0.27,-0.3624
wbm-1-677,-22.0415,-0.3552,-0.3552,0.239,-0.1811
wbm-1-678,-22.9664,-0.3049,-0.3049,0.018,-0.2926
wbm-1-679,-18.0579,-0.3669,-0.3669,-0.365,-0.2758
wbm-1-680,-21.4152,-0.4054,-0.4054,-0.124,-0.3359
wbm-1-681,-23.3096,-0.2331,-0.2331,-0.297,-0.1282
wbm-1-682,-21.3571,-0.1193,-0.1193,0.047,-0.281
wbm-1-683,-18.406,-0.3551,-0.3551,-0.041,-0.2445
wbm-1-684,-92.5869,-0.5265,-0.5265,-0.513,-0.5069
wbm-1-685,-20.4986,-0.3685,-0.3685,-0.376,-0.3998
wbm-1-686,-40.5747,-0.3262,-0.3262,-0.324,-0.3267
wbm-1-687,-23.3189,-0.395,-0.395,-0.412,-0.432
wbm-1-688,-51.5458,-0.5618,-0.5618,-0.42,-0.586
wbm-1-689,-23.2365,-0.3834,-0.3834,-0.402,-0.4246
wbm-1-690,-24.018,-0.469,-0.469,-0.406,-0.4298
wbm-1-691,-23.7106,-0.4385,-0.4385,-0.445,-0.4471
wbm-1-692,-32.5171,-0.3024,-0.3024,-0.3,-0.1079
wbm-1-693,-23.5676,-0.4224,-0.4224,-0.437,-0.424
wbm-1-694,-20.2885,-0.3724,-0.3724,-0.343,-0.3598
wbm-1-695,-20.26,-0.3667,-0.3667,-0.394,-0.3673
wbm-1-696,-23.0118,-0.3598,-0.3598,-0.381,-0.3954
wbm-1-697,-28.6435,-0.123,-0.123,-0.085,-0.1636
wbm-1-698,-25.0093,-0.5219,-0.5219,-0.537,-0.546
wbm-1-699,-24.934,-0.3461,-0.3461,-0.27,-0.2533
wbm-1-700,-27.0975,-0.3625,-0.3625,-0.205,-0.4118
wbm-1-701,-36.1361,-0.4884,-0.4884,-0.502,-0.4916
wbm-1-702,-61.9469,-0.5653,-0.5653,-0.552,-0.5871
wbm-1-703,-47.0321,0.1187,0.1187,0.105,0.1375
wbm-1-704,-74.581,-0.399,-0.399,-0.425,-0.4141
wbm-1-705,-37.3909,-0.4157,-0.4157,-0.435,-0.4304
wbm-1-706,-37.2918,-0.3992,-0.3992,-0.421,-0.4203
wbm-1-707,-36.8277,-1.0902,-1.0902,-1.07,-1.0289
wbm-1-708,-54.1264,-0.486,-0.486,-0.503,-0.5059
wbm-1-709,-48.9861,-0.7223,-0.7981,-0.675,-0.7028
wbm-1-710,-44.0998,-0.7642,-0.84,-0.709,-0.8338
wbm-1-711,-43.7193,-0.7418,-0.8176,-0.658,-0.8248
wbm-1-712,-67.0676,-0.7869,-0.8627,-0.792,-0.8061
wbm-1-713,-81.9666,-0.7632,-0.839,-0.753,-0.8028
wbm-1-714,-43.8948,-0.7535,-0.8293,-0.684,-0.8326
wbm-1-715,-42.7023,-0.6588,-0.7346,-0.574,-0.7586
wbm-1-716,-21.1167,-0.3379,-0.3379,-0.29,-0.2856
wbm-1-717,-19.3096,-0.2758,-0.2758,-0.223,-0.1442
wbm-1-718,-45.393,-0.829,-0.9048,-0.823,-0.845
wbm-1-719,-20.9264,-0.1816,-0.1816,0.199,-0.2356
wbm-1-720,-44.1316,-0.3902,-0.3902,-0.435,-0.4438
wbm-1-721,-19.692,0.1323,0.1323,0.168,0.1705
wbm-1-722,-45.583,-0.8429,-0.9187,-0.836,-0.827
wbm-1-723,-22.0127,-0.6023,-0.6023,-0.499,-0.6128
wbm-1-724,-26.208,-0.9519,-0.9519,-0.883,-0.9482
wbm-1-725,-18.7497,-0.8067,-0.8067,-0.719,-0.8247
wbm-1-726,-18.6979,-0.7894,-0.7894,-0.721,-0.6371
wbm-1-727,-74.4241,-0.7588,-0.7588,-0.645,-0.8295
wbm-1-728,-37.4612,-0.8003,-0.8003,-0.684,-0.7998
wbm-1-729,-45.0227,-0.8118,-0.8876,-0.792,-0.8371
wbm-1-730,-44.351,-0.7783,-0.8541,-0.732,-0.8416
wbm-1-731,-53.4922,-0.5806,-0.6564,-0.571,-0.6101
wbm-1-732,-42.8811,-0.6948,-0.7706,-0.627,-0.7905
wbm-1-733,-64.1594,-0.0963,-0.1721,0.019,-0.046
wbm-1-734,-31.7616,-0.7573,-0.8331,-0.729,-0.8545
wbm-1-735,-20.5611,-0.5283,-0.5283,-0.401,-0.4747
wbm-1-736,-26.4476,-0.6998,-0.6998,-0.603,-0.6668
wbm-1-737,-49.4648,-0.8667,-0.8667,-0.81,-0.8227
wbm-1-738,-37.3548,-1.1192,-1.1192,-1.103,-1.083
wbm-1-739,-13.7896,-0.4541,-0.4541,-0.457,-0.4926
wbm-1-740,-27.695,-0.4734,-0.4734,-0.451,-0.4847
wbm-1-741,-36.6682,-1.0739,-1.0739,-1.038,-0.9811
wbm-1-742,-53.6028,-0.4628,-0.4628,-0.474,-0.4738
wbm-1-743,-31.0598,-0.0617,-0.0617,-0.067,-0.1679
wbm-1-744,-51.2453,-0.8834,-1.1456,-0.891,-0.9146
wbm-1-745,-42.9215,-0.1771,-0.1771,-0.174,-0.208
wbm-1-746,-26.1989,-0.2689,-0.2689,-0.27,-0.2861
wbm-1-747,-21.4706,-0.0486,-0.0486,0.222,0.1027
wbm-1-748,-28.0101,-0.6296,-0.6296,-0.579,-0.6065
wbm-1-749,-23.9044,-0.3678,-0.3678,-0.376,-0.4095
wbm-1-750,-47.6397,-0.3466,-0.3466,-0.275,-0.3471
wbm-1-751,-29.4748,-0.3985,-0.3985,-0.356,-0.4049
wbm-1-752,-19.2151,0.2877,0.2877,0.733,0.362
wbm-1-753,-23.7666,-0.4834,-0.4834,-0.459,-0.5129
wbm-1-754,-25.1196,-0.5989,-0.5989,-0.594,-0.687
wbm-1-755,-26.5528,-0.6338,-0.6338,-0.579,-0.601
wbm-1-756,-27.7831,-0.4639,-0.4639,-0.473,-0.476
wbm-1-757,-20.6587,0.0309,-0.0171,0.347,0.1848
wbm-1-758,-37.5195,-0.9832,-1.253,-0.979,-0.992
wbm-1-759,-37.5698,-0.9904,-1.2601,-1.018,-1.0606
wbm-1-760,-20.1903,0.1181,0.1181,0.509,0.1634
wbm-1-761,-33.2373,-0.573,-0.8141,-0.603,-0.5985
wbm-1-762,-17.3148,-0.2205,-0.2205,-0.228,-0.252
wbm-1-763,-69.2597,-0.2206,-0.2206,-0.202,-0.2539
wbm-1-764,-66.5485,0.0054,0.0054,0.127,0.2746
wbm-1-765,-33.1609,0.0243,0.0243,0.37,0.2921
wbm-1-766,-34.6372,-0.2218,-0.2218,-0.206,-0.2613
wbm-1-767,-34.5935,-0.2145,-0.2145,-0.221,-0.2764
wbm-1-768,-49.0014,-0.3452,-0.3452,-0.332,-0.3462
wbm-1-769,-70.2378,-0.2554,-0.2554,-0.267,-0.2607
wbm-1-770,-57.6941,-0.2982,-0.2982,-0.177,-0.3256
wbm-1-771,-77.1742,-0.1584,-0.1584,-0.281,-0.1421
wbm-1-772,-75.1612,-0.3993,-0.3993,-0.353,-0.3
wbm-1-773,-74.2671,-0.3248,-0.3248,-0.29,-0.2009
wbm-1-774,-37.0165,-0.3052,-0.3052,-0.272,-0.1574
wbm-1-775,-37.5829,-0.3996,-0.3996,-0.347,-0.3414
